"Building IRN","Building Name","District IRN","District Name","County","Region","Street address","City and Zip code","Phone #","Principal","Grade Span","Open/Closed Status (as of 9/1/2014)","School Type","Number of Standards Met","Number of Standards Possible","Percent of Standards Met","Letter Grade of Standards Met","Performance Index Score 2013-14","Performance Index Percent 2013-14","Letter Grade of Performance Index","Letter Grade of Overall Value-Added","Letter Grade of Gifted Value-Added","Letter Grade of Disabled Value-Added","Letter Grade of Lowest 20% Value-Added","Letter Grade of AMO","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","Letter Grade of 4-Year Graduate Rate 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Letter Grade of 5-Year Graduate Rate 2012","Enrollment","Read 3rd Grade 2013-14 % at or above Proficient","Read 3rd Grade 2012-13 % at or above Proficient","Read 3rd Grade 2011-12 % at or above Proficient","Math 3rd Grade 2013-14 % at or above Proficient","Math 3rd Grade 2012-13 % at or above Proficient","Math 3rd Grade 2011-12 % at or above Proficient","Read 4th Grade 2013-14 % at or above Proficient","Read 4th Grade 2012-13 % at or above Proficient","Read 4th Grade 2011-12 % at or above Proficient","Math 4th Grade 2013-14 % at or above Proficient","Math 4th Grade 2012-13 % at or above Proficient","Math 4th Grade 2011-12 % at or above Proficient","Read 5th Grade 2013-14 % at or above Proficient","Read 5th Grade 2012-13 % at or above Proficient","Read 5th Grade 2011-12 % at or above Proficient","Math 5th Grade 2013-14 % at or above Proficient","Math 5th Grade 2012-13 % at or above Proficient","Math 5th Grade 2011-12 % at or above Proficient","Science 5th Grade 2013-14 % at or above Proficient","Science 5th Grade 2012-13 % at or above Proficient","Science 5th Grade 2011-12 % at or above Proficient","Read 6th Grade 2013-14 % at or above Proficient","Read 6th Grade 2012-13 % at or above Proficient","Read 6th Grade 2011-12 % at or above Proficient","Math 6th Grade 2013-14 % at or above Proficient","Math 6th Grade 2012-13 % at or above Proficient","Math 6th Grade 2011-12 % at or above Proficient","Read 7th Grade 2013-14 % at or above Proficient","Read 7th Grade 2012-13 % at or above Proficient","Read 7th Grade 2011-12 % at or above Proficient","Math 7th Grade 2013-14 % at or above Proficient","Math 7th Grade 2012-13 % at or above Proficient","Math 7th Grade 2011-12 % at or above Proficient","Read 8th Grade 2013-14 % at or above Proficient","Read 8th Grade 2012-13 % at or above Proficient","Read 8th Grade 2011-12 % at or above Proficient","Math 8th Grade 2013-14 % at or above Proficient","Math 8th Grade 2012-13 % at or above Proficient","Math 8th Grade 2011-12 % at or above Proficient","Science 8th Grade 2013-14 % at or above Proficient","Science 8th Grade 2012-13 % at or above Proficient","Science 8th Grade 2011-12 % at or above Proficient","Read OGT 2013-14 % at or above Proficient","Read OGT 2012-13 % at or above Proficient","Read OGT 2011-12 % at or above Proficient","Math OGT 2013-14 % at or above Proficient","Math OGT 2012-13 % at or above Proficient","Math OGT 2011-12 % at or above Proficient","Write OGT 2013-14 % at or above Proficient","Write OGT 2012-13 % at or above Proficient","Write OGT 2011-12 % at or above Proficient","Social Studies OGT 2013-14 % at or above Proficient","Social Studies OGT 2012-13 % at or above Proficient","Social Studies OGT 2011-12 % at or above Proficient","Science OGT 2013-14 % at or above Proficient","Science OGT 2012-13 % at or above Proficient","Science OGT 2011-12 % at or above Proficient","Read 11th Grade 2013-14 % at or above Proficient","Read 11th Grade 2012-13 % at or above Proficient","Read 11th Grade 2011-12 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2012-13 % at or above Proficient","Math 11th Grade 2011-12 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2012-13 % at or above Proficient","Write 11th Grade 2011-12 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2012-13 % at or above Proficient","Social Studies 11th Grade 2011-12 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2012-13 % at or above Proficient","Science 11th Grade 2011-12 % at or above Proficient","Attendance 2013-14","Attendance 2012-13","Attendance 2011-12","Performance Index Score 2012-13","Performance Index Score 2011-12","Four-Year Graduation Rate Numerator 2013","Four-Year Graduation Rate Denominator 2013","Five-Year Graduation Numerator 2012","Five-Year Graduation Denominator 2012","% Graduates Participating in ACT 2012-13","Number of ACT Remediation Free in 2012-13","% of ACT Remediation Free in 2012-13","% Graduates Participating in SAT 2012-13","Number of SAT Remediation Free in 2012-13","% of SAT Remediation Free in 2012-13","% Graduates with Honors Diploma in 2012-13","Number of Graduates Participating in an AP Test 2012-13","% AP Test Takers with an AP score of 3 or above 2012-13","% Students with an Industry Credential 2012-13","% Students with At Least 3 Dual Enrollment Credits 2012-13"
"134288","East End Comm Heritage School","134288","East End Comm Heritage School","Hamilton","Region 13","2001 Baltimore Ave","Cincinnati, OH   45225-1404","(513) 281-3900","JOHN J. SOWINSKY","K-12","Closed","Community School Startup","0.0","6.0","0.0","F","61.786","51.5","D","A","NR","NR","C","F","73.3","F","63.6","F","124","45.5","--","--","27.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","33.3","--","--","16.7","--","--","50.0","--","--","10.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.1","90.6","91.1","51.477000000000004","51.619","11","15","7","11","6.7","--","--","--","--","--","0.0","0","0.0","0.0","0.0"
"142901","Life Skills Center  of Canton","142901","Life Skills Center  of Canton","Stark","Region 9","1100 Cleveland Ave NW","Canton, OH   44702-1816","(330) 456-4490","Brian S. Vannest","9-12","Open","Community School Startup","2.0","5.0","40.0","F","88.000","73.3","C","NR","NR","NR","NR","F","11.3","F","7.5","F","127","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","85.0","85.7","64.3","70.0","76.9","42.9","85.0","84.6","78.6","65.0","61.5","92.9","40.0","50.0","50.0","--","100.0","64.7","--","81.8","47.1","--","100.0","81.3","--","75.0","52.9","--","54.5","56.3","52.1","52.9","57.8","86.364","83.857","9","80","7","93","--","--","--","--","--","--","0.0","0","0.0","0.0","0.0"
"142943","Focus Learning Academy of Northern Columbus","123257","North Central Ohio ESC","Franklin","Region 11","4795 Evanswood Dr","Columbus, OH   43229-7216","(614) 547-0927","Travis M. Budd","K-8","Open","Community School Conversion","0.0","9.0","0.0","F","70.635","58.9","D","A","NR","NR","A","F","0.0","F","7.7","F","250","48.0","42.9","18.8","48.0","39.3","37.5","77.3","66.7","56.3","40.9","25.0","25.0","46.2","--","46.2","23.1","--","30.8","38.5","--","30.8","--","50.0","--","--","33.3","--","40.0","--","12.5","20.0","--","0.0","--","40.0","--","--","40.0","--","--","80.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.2","100.0","93.8","69.944","60.667","0","12","3","39","--","--","--","--","--","--","0.0","0","0.0","0.0","0.0"
"142950","Ohio Virtual Academy","142950","Ohio Virtual Academy","Lucas","Region 1","1690 Woodlands Dr Ste 200","Maumee, OH   43537-4045","(877) 648-2512","","K-12","Open","Community School Startup","10.0","24.0","41.7","F","88.299","73.6","C","F","NR","F","D","F","36.6","F","47.2","F","12797","68.6","77.6","70.3","65.3","62.3","58.7","83.7","79.6","76.7","66.3","59.2","56.7","62.5","68.4","62.4","48.9","47.7","41.4","54.1","50.1","49.5","81.0","73.4","83.2","62.3","55.7","63.1","81.3","79.8","75.8","58.7","60.9","54.8","84.4","81.7","78.5","66.2","61.3","59.2","55.0","55.6","51.0","87.9","89.6","85.5","73.0","74.6","73.9","80.8","75.3","84.8","73.7","72.4","70.4","68.5","70.7","69.5","94.6","96.3","94.6","86.9","91.5","86.5","90.7","95.6","93.5","88.3","90.8","88.3","84.3","87.3","84.8","98.7","99.8","99.7","87.555","86.485","458","1250","449","951","12.2","55","4.4","--","--","--","2.2","0","0.0","0.0","0.0"
"142968","Hope Academy Northcoast","142968","Hope Academy Northcoast","Cuyahoga","Region 3","4310 E 71st St","Cleveland, OH   44105-5759","(216) 429-0232","Willie Banks","K-8","Open","Community School Startup","0.0","14.0","0.0","F","72.266","60.2","D","C","NR","D","C","F","--","NR","--","NR","271","45.0","52.9","69.0","51.3","58.8","72.4","61.5","65.4","63.6","42.3","50.0","66.7","20.7","45.5","41.9","17.2","39.4","19.4","13.8","24.2","29.0","69.7","58.1","64.3","57.6","51.6","53.6","52.0","58.6","59.4","56.0","58.6","54.8","62.1","75.0","67.7","65.5","62.5","64.5","37.9","18.8","38.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.5","91.9","93.4","76.62100000000001","78.39500000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143172","International Acad Of Columbus","143172","International Acad Of Columbus","Franklin","Region 11","1201 Shrock Ct","Columbus, OH   43229","(614) 844-5539","Mouhamed N. Tarazi","K-10","Open","Community School Startup","3.0","14.0","21.4","F","80.954","67.5","D","A","NR","NR","A","F","--","NR","--","NR","218","73.7","53.8","41.7","63.2","42.3","45.8","57.7","75.0","77.8","46.2","40.0","66.7","38.1","77.8","53.3","38.1","66.7","46.7","28.6","55.6","46.7","80.0","75.0","89.5","65.0","81.3","47.4","73.3","82.4","70.6","53.3","76.5","52.9","90.0","78.6","66.7","85.0","71.4","44.4","45.0","57.1","55.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.5","94.5","93.8","85.906","79.412","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143198","Great Western Academy","143198","Great Western Academy","Franklin","Region 11","310 N Wilson Rd","Columbus, OH   43204-6221","(614) 276-1028","Jason D. Knight","K-8","Open","Community School Startup","0.0","14.0","0.0","F","75.430","62.9","D","F","NR","C","F","F","--","NR","--","NR","744","56.3","69.1","60.2","57.3","67.0","63.6","58.5","67.0","72.0","54.9","53.4","65.9","39.2","47.4","61.8","29.7","33.3","52.9","35.1","19.2","26.5","63.6","62.9","87.3","37.7","41.9","81.8","76.8","70.4","79.5","50.0","55.6","65.9","68.6","84.4","70.0","54.9","68.9","76.7","29.4","26.7","16.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.0","93.0","93.3","78.44200000000001","83.846","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143206","Trotwood Fitness & Prep Acad","143206","Trotwood Fitness & Prep Acad","Montgomery","Region 10","3100 Shiloh Springs Rd","Trotwood, OH   45426-2247","(937) 854-4100","Alison C. Foreman","K-8","Open","Community School Startup","2.0","14.0","14.3","F","82.483","68.7","D","B","NR","F","C","F","--","NR","--","NR","348","80.9","78.1","78.4","78.7","75.0","89.2","62.5","68.6","72.5","65.6","51.4","67.5","32.6","48.7","40.0","46.5","38.5","42.2","51.2","51.3","31.1","54.5","73.8","78.8","45.5","71.4","75.8","78.3","59.1","60.7","52.2","40.9","39.3","87.5","75.0","70.6","50.0","50.0","47.1","31.3","31.3","47.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.6","94.6","94.7","82.342","83.117","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143214","Middletown Fitness & Prep Acad","143214","Middletown Fitness & Prep Acad","Butler","Region 13","816 2nd Ave","Middletown, OH   45044-4201","(513) 424-6110","Elizabeth A. Kelliher","K-8","Open","Community School Startup","8.0","14.0","57.1","D","90.714","75.6","C","A","NR","C","B","F","--","NR","--","NR","266","66.7","67.6","59.5","70.0","64.7","61.9","77.4","78.6","55.6","80.6","60.7","50.0","50.0","63.6","61.5","69.2","36.4","61.5","34.6","36.4","69.2","90.9","68.8","78.9","90.9","75.0","63.2","85.7","100.0","80.0","92.9","50.0","75.0","100.0","90.9","72.7","80.0","86.4","90.9","80.0","59.1","54.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.4","93.2","94.4","89.236","86.343","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143297","The Autism Academy Of Learning","143297","The Autism Academy Of Learning","Lucas","Region 1","219 Page St","Toledo, OH   43620-1430","(419) 865-7487","Mark A. Lafferty","K-12","Open","Community School Startup","0.0","0.0","NR","NR","50.727","42.3","F","NR","NR","NR","NR","NR","--","NR","--","NR","51","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.7","93.8","95.8","76.441","103.962","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143313","West Preparatory Academy","143313","West Preparatory Academy","Cuyahoga","Region 3","13111 Crossburn Ave","Cleveland, OH   44135-5017","(216) 772-1340","Kristen H. Clotworthy","K-8","Open","Community School Startup","1.0","14.0","7.1","F","74.968","62.5","D","F","NR","NR","C","F","--","NR","--","NR","205","66.7","59.1","55.2","50.0","69.8","55.2","67.9","63.6","55.8","60.7","45.5","44.2","28.6","47.7","43.5","17.9","29.5","21.7","17.9","15.9","28.3","61.5","55.6","75.0","61.5","41.7","47.5","50.0","72.7","48.8","45.5","52.3","31.7","85.7","74.4","60.5","64.3","51.2","42.1","35.7","25.6","31.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.8","93.1","93.8","75.38300000000001","73.49","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143396","Alternative Education Academy","143396","Alternative Education Academy","Lucas","Region 1","1830 Adams St","Toledo, OH   43624-1428","(330) 253-8680","Margaret M. Ford","K-12","Open","Community School Startup","4.0","24.0","16.7","F","74.353","62.0","D","F","NR","D","C","F","26.7","F","25.6","F","1958","50.0","73.6","50.8","42.3","56.6","39.7","75.0","69.7","60.3","56.5","43.4","44.4","52.4","51.0","48.3","33.3","34.7","26.7","39.2","41.9","51.8","57.0","64.9","66.3","37.8","38.6","48.4","74.6","70.2","64.4","39.1","39.7","38.1","78.5","76.1","72.1","53.1","45.1","53.4","53.3","47.1","43.2","82.3","79.9","82.4","74.2","64.2","69.2","85.1","66.9","80.6","71.8","66.7","70.2","66.1","56.1","68.6","88.7","90.5","90.7","76.5","81.7","83.3","87.8","89.5","90.7","81.3","82.4","86.0","73.9","83.5","84.3","84.2","94.7","80.6","77.048","76.85300000000001","111","415","108","422","--","--","--","--","--","--","0.2","0","0.0","0.5","0.0"
"143453","Mollie Kessler","143453","Mollie Kessler","Mahoning","Region 5","118 E Wood St","Youngstown, OH   44503-1625","(330) 746-3095","Lydia M. Brown-Payton","1-8","Closed","Community School Startup","0.0","8.0","0.0","F","59.708","49.8","F","F","NR","C","C","F","--","NR","--","NR","62","--","--","--","--","--","--","18.2","72.7","--","18.2","--","--","9.1","--","--","18.2","--","--","9.1","--","--","--","40.0","21.4","--","--","0.0","--","73.3","--","--","13.3","--","42.9","--","66.7","28.6","--","41.7","7.1","--","33.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.7","92.5","94.5","57.846000000000004","62.422000000000004","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143479","Constellation Schools: Puritas Community Elementary","143479","Constellation Schools: Puritas Community Elementary","Cuyahoga","Region 3","15204 Puritas Ave","Cleveland, OH   44135-2716","(216) 688-0680","Margaret M. Colwell","K-4","Open","Community School Startup","4.0","4.0","100.0","A","104.928","87.4","B","C","NR","NR","C","D","--","NR","--","NR","186","85.3","92.1","81.1","94.1","89.5","78.4","88.6","94.9","89.2","91.4","82.1","89.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.0","95.1","94.9","100.77900000000001","98.91900000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143487","Constellation Schools: Stockyard Community Elementary","143487","Constellation Schools: Stockyard Community Elementary","Cuyahoga","Region 3","3200 W 65th St","Cleveland, OH   44102-5510","(216) 651-5143","Amber J. Edmisten","K-9","Open","Community School Startup","1.0","9.0","11.1","F","84.382","70.3","C","C","NR","C","C","F","--","NR","--","NR","269","75.0","77.3","75.0","80.6","75.0","86.4","78.4","81.6","68.9","62.2","60.5","60.0","68.4","61.5","53.5","44.7","28.2","37.2","50.0","38.5","44.2","72.5","81.1","71.1","42.5","45.9","60.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.3","92.6","94.5","82.958","82.72500000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143495","Constellation Schools: Mansfield Community Elementary","143495","Constellation Schools: Mansfield Community Elementary","Richland","Region 7","215 N Trimble Rd","Mansfield, OH   44906-2630","(419) 522-4578","Bethany A. Young","K-9","Closed","Community School Startup","0.0","2.0","0.0","F","86.774","72.3","C","NR","NR","NR","NR","F","--","NR","--","NR","113","64.5","58.6","64.7","58.1","55.2","64.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.6","91.8","93.5","81.724","83.52900000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143503","Lake Erie Academy","143503","Lake Erie Academy","Lucas","Region 1","2740 W Central Ave","Toledo, OH   43606-3452","(419) 475-3786","William R. White","K-12","Open","Community School Startup","0.0","24.0","0.0","F","66.512","55.4","D","F","NR","NR","F","F","--","NR","--","NR","215","33.3","25.0","56.3","28.6","42.1","75.0","75.0","88.9","68.2","55.0","50.0","65.2","35.3","50.0","68.4","23.5","25.0","36.8","29.4","18.8","36.8","56.3","36.8","50.0","25.0","26.3","63.6","40.0","33.3","37.5","30.0","20.8","18.8","43.5","41.4","55.1","26.1","37.9","36.7","13.0","13.8","28.6","50.0","62.5","--","42.9","31.3","--","35.7","50.0","--","42.9","43.8","--","28.6","18.8","--","83.3","--","--","50.0","--","--","66.7","--","--","66.7","--","--","41.7","--","--","91.4","92.2","93.0","68.032","74.41","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143529","North Dayton School Of Science & Discovery","143529","North Dayton School Of Science & Discovery","Montgomery","Region 10","3901 Turner Rd","Dayton, OH   45415-3654","(937) 278-6671","Jacqueline E. Robbeloth","K-8","Open","Community School Startup","0.0","14.0","0.0","F","76.084","63.4","D","C","NR","C","C","F","--","NR","--","NR","494","79.3","45.3","42.9","58.6","41.5","55.1","44.0","61.2","55.1","36.0","40.8","55.1","39.1","44.1","69.4","50.0","30.5","31.3","41.3","62.7","44.9","62.0","58.5","65.9","56.0","46.3","53.7","61.4","50.0","57.7","36.4","36.8","46.2","63.6","41.7","58.3","48.5","33.3","50.0","24.2","37.5","20.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.4","94.8","95.3","72.815","75.60300000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143537","Virtual Community School Of Ohio","143537","Virtual Community School Of Ohio","Franklin","Region 11","340 Waggoner Rd","Reynoldsburg, OH   43068-9707","(614) 501-9473","","K-12","Open","Community School Startup","4.0","24.0","16.7","F","82.137","68.4","D","F","NR","C","F","F","20.6","F","24.7","F","1033","83.3","73.3","57.1","72.2","53.3","42.9","83.3","80.0","63.6","72.2","40.0","36.4","71.4","40.9","62.9","42.9","31.8","45.7","57.1","27.3","51.4","69.7","72.5","75.5","36.4","50.0","44.9","70.0","74.5","57.4","40.0","47.1","40.4","81.5","54.2","50.0","53.7","30.5","38.8","38.9","32.2","41.3","73.0","80.0","71.0","54.0","61.6","52.4","69.4","66.7","67.2","49.2","64.3","57.7","50.0","55.6","51.6","89.3","84.8","85.9","71.9","71.7","66.7","78.6","80.8","82.4","78.6","72.7","70.0","71.4","67.7","64.0","72.9","84.5","94.1","80.229","77.554","74","360","105","425","4.2","6","1.7","0.8","1","0.3","0.0","0","0.0","0.0","0.0"
"143552","Eagle Academy","143552","Eagle Academy","Lucas","Region 1","2014 Consaul St","Toledo, OH   43605-1412","(419) 697-2760","Mitchel D. Bean","K-12","Open","Community School Startup","1.0","24.0","4.2","F","70.973","59.1","D","F","NR","NR","C","F","--","NR","--","NR","517","36.2","51.0","25.0","48.9","64.4","22.7","78.0","80.0","47.5","43.2","40.0","50.0","22.2","43.2","39.5","35.6","40.9","34.9","15.9","22.7","34.1","46.9","63.4","71.4","25.0","43.9","55.6","47.1","43.2","36.7","20.6","32.4","23.3","44.1","51.2","60.0","32.4","33.3","45.2","14.7","12.2","25.8","83.8","69.2","--","78.4","61.5","--","75.0","73.1","--","57.9","38.5","--","47.4","34.6","--","75.0","--","--","75.0","--","--","76.9","--","--","66.7","--","--","61.5","--","--","91.2","92.4","93.6","72.292","68.035","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143560","Richard Allen Academy II","143560","Richard Allen Academy II","Montgomery","Region 10","184 Salem Ave","Dayton, OH   45406-5804","(937) 586-9756","Michelle L. Thomas","K-8","Open","Community School Startup","0.0","9.0","0.0","F","78.875","65.7","D","F","NR","NR","F","F","--","NR","--","NR","375","68.8","70.5","83.3","62.5","52.1","80.0","66.3","67.0","83.7","57.3","51.6","76.9","54.9","50.6","59.6","29.6","31.7","23.2","39.4","28.0","52.1","72.9","64.3","95.6","50.0","48.8","74.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.4","95.3","94.3","76.58200000000001","86.29400000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143578","Richard Allen Academy III","143578","Richard Allen Academy III","Butler","Region 13","1206 Shuler Ave","Hamilton, OH   45011-4566","(513) 868-2900","Aleta B. Townsel-Benson","K-8","Open","Community School Startup","2.0","9.0","22.2","F","82.836","69.0","D","F","NR","NR","C","F","--","NR","--","NR","184","87.5","44.4","74.1","87.5","33.3","81.5","63.6","84.2","61.9","63.6","47.4","52.4","52.2","55.0","43.8","30.4","45.0","31.3","56.5","40.0","43.8","65.0","78.6","78.6","55.0","57.1","64.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.3","94.4","95.5","77.84","82.90700000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143602","Hamilton Cnty Math & Science","143602","Hamilton Cnty Math & Science","Hamilton","Region 13","2675 Civic Center Dr","Cincinnati, OH   45231-1311","(513) 728-8620","Dwan Moore","K-8","Open","Community School Startup","13.0","14.0","92.9","A","101.873","84.9","B","A","NR","NR","C","A","--","NR","--","NR","523","80.0","97.9","89.7","81.7","93.6","91.2","100.0","89.4","90.0","100.0","85.1","86.7","95.3","83.3","87.2","90.7","79.2","82.1","81.4","91.7","89.7","100.0","97.5","94.3","100.0","97.5","97.1","94.3","91.2","91.7","82.9","73.5","83.3","96.3","90.9","100.0","85.2","72.7","94.7","59.3","40.9","52.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.9","95.8","99.7","100.12700000000001","101.263","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"143610","Arts & College Preparatory Academy","143610","Arts & College Preparatory Academy","Franklin","Region 11","4401 Hilton Corporate Dr","Columbus, OH   43232-4161","(614) 986-9974","Anthony J. Gatto","9-12","Open","Community School Startup","10.0","10.0","100.0","A","106.901","89.1","B","NR","NR","NR","NR","A","86.8","C","97.7","A","300","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","98.9","95.7","95.7","93.4","97.1","92.9","100.0","98.5","97.1","95.6","97.1","98.6","91.2","94.2","91.4","100.0","100.0","97.8","98.7","96.9","93.5","100.0","98.5","100.0","98.7","100.0","91.3","100.0","98.4","91.3","93.6","92.8","98.9","108.319","107.57100000000001","33","38","42","43","57.9","6","15.8","5.3","1","2.6","0.0","22","42.1","0.0","0.0"
"143644","Sciotoville","143644","Sciotoville","Scioto","Region 15","224 Marshall St","Portsmouth, OH   45662-5549","(740) 776-6777","Michael D. Yeagle","5-12","Open","Community School Startup","7.0","20.0","35.0","F","84.383","70.3","C","F","NR","F","C","F","88.9","C","97.6","A","340","--","--","--","--","--","--","--","--","--","--","--","--","56.5","62.5","48.6","52.2","43.8","22.9","52.2","43.8","31.4","56.5","62.9","81.8","43.5","51.4","77.3","83.3","61.5","77.8","54.2","42.3","63.0","79.1","81.5","74.3","69.8","70.4","62.9","42.9","63.0","48.6","82.7","81.3","81.6","59.6","84.4","78.9","76.9","81.3","81.6","61.5","75.0","65.8","48.1","84.4","76.3","91.2","93.2","91.8","88.2","88.6","83.7","88.2","90.9","94.0","85.3","77.3","81.6","85.3","81.8","91.8","93.2","91.5","91.8","87.415","84.498","48","54","40","41","48.1","3","5.6","--","--","--","24.1","0","0.0","9.3","0.0"
