"Building IRN ","Building Name","District IRN","District Name","County","Region","School Type","Teachers Attendance Rate 2013-14","Average Years of Teacher Experience","Average Number of Full Time Teachers","Average Teacher Salary","Average Number of Full Time Teachers Who Have At Least a Bachelors","% of Teachers Who Have At Least a Bachelors","Average Number of Full Time Teachers Who Have At Least a Masters","% of Teachers Who Have At Least a Masters","% of Core Courses Taught by a Properly Certified Teacher","# of Core Courses Taught by a Properly Certified Teacher","Total # of Core Courses","% of Core Courses Taught by a Highly Qualified Teacher","# of Core Courses Taught by a Highly Qualified Teacher","% of Core Courses Taught by Teacher with a Temporary Certificate","# of Core Courses Taught by Teacher with a Temporary Certificate","Open/Closed Status (as of 9/1/2014)","Feeder IRN"
"140822","Hoffman Trails Elementary School","047019","Hilliard City","Franklin","Region 11","Elementary School","93.6","14","28","70402","28","100.0","22","78.6","100","135.0","135.0","100.0","135.0","0","0.0","Open","112698"
"140830","Hilliard Memorial Middle School","047019","Hilliard City","Franklin","Region 11","Middle School","94.7","18","47","77780","47","100.0","41","87.2","100","197.0","197.0","100.0","197.0","0","0.0","Open","009091"
"140871","Triad Middle School","046201","Triad Local","Champaign","Region 6","Middle School","95.9","13","21","49751","21","100.0","14","67.6","100","83.0","83.0","100.0","83.0","0","0.0","Open","037531"
"140889","Leighton Elementary School","049171","Aurora City","Portage","Region 8","Elementary School","95.2","16","35","73606","35","100.0","34","98.1","100","129.0","129.0","100.0","129.0","0","0.0","Open","066803"
"140970","Tyler Run Elementary School","046763","Olentangy Local","Delaware","Region 11","Elementary School","95.2","13","32","65902","32","100.0","24","74.1","100","161.0","161.0","100.0","161.0","0","0.0","Open","140988"
"140988","Olentangy Liberty Middle School","046763","Olentangy Local","Delaware","Region 11","Middle School","96.1","11","53","63424","53","100.0","38","72.3","100","208.0","208.0","100.0","208.0","0","0.0","Open","145953"
"141994","Visintainer Middle School","043661","Brunswick City","Medina","Region 8","Middle School","96.4","12","31","59213","31","100.0","22","69.4","100","127.0","127.0","100.0","127.0","0","0.0","Open","003970"
"142000","Jackson Middle School","044800","South-Western City","Franklin","Region 11","Middle School","93.5","14","40","64968","40","100.0","30","73.9","100","111.0","111.0","100.0","111.0","0","0.0","Open","061325"
"142018","Central Crossing High School","044800","South-Western City","Franklin","Region 11","High School","94.6","12","93","62182","93","100.0","66","71.4","98.8","405.0","410.0","100.0","410.0","0","0.0","Open","******"
"142034","Columbus Africentric Early College","043802","Columbus City School District","Franklin","Region 11","High School","93.4","8","29","60740","29","100.0","17","58.6","78.5","95.0","121.0","100.0","121.0","0","0.0","Open","******"
"142141","Southern Elementary School","048538","Southern Local","Meigs","Region 16","Elementary School","94.7","5","35","37504","34","97.1","9","25.7","100","164.0","164.0","100.0","164.0","0","0.0","Open","035220"
"142158","Morgan Junior High School","048777","Morgan Local","Morgan","Region 12","Junior High School","95","16","22","43919","22","100.0","13","59.1","97.2","69.0","71.0","97.2","69.0","0","0.0","Open",""
"142166","East Elementary School","048777","Morgan Local","Morgan","Region 12","Elementary School","94.4","15","30","46608","30","100.0","20","66.7","100","106.0","106.0","100.0","106.0","0","0.0","Open",""
"142174","West Elementary School","048777","Morgan Local","Morgan","Region 12","Elementary School","95.5","17","25","48546","25","100.0","18","72.0","95.7","67.0","70.0","80.0","56.0","0","0.0","Open",""
"142182","South Elementary School","048777","Morgan Local","Morgan","Region 12","Elementary School","95.9","13","24","42810","24","100.0","14","58.3","100","88.0","88.0","100.0","88.0","0","0.0","Open",""
"142190","Fairfield Local Middle School","047621","Fairfield Local","Highland","Region 14","Middle School","94.8","13","14","48968","14","100.0","12","85.7","100","91.0","91.0","100.0","91.0","0","0.0","Open","011056"
"142240","Belpre Elementary School","043604","Belpre City","Washington","Region 16","Elementary School","95.6","3","33","51528","32","97.0","25","76.1","100","169.0","169.0","100.0","169.0","0","0.0","Open","002337"
"142281","New London Middle School","047720","New London Local","Huron","Region 2","Middle School","95.5","12","8","51002","8","100.0","4","50.0","100","45.0","45.0","100.0","45.0","0","0.0","Open","026823"
"142331","Anna Middle School","049759","Anna Local","Shelby","Region 6","Middle School","95.7","16","13","60275","13","100.0","13","100.0","95.2","79.0","83.0","100.0","83.0","0","0.0","Open","000752"
"142398","Virtual High School","043752","Cincinnati City","Hamilton","Region 13","High School","96.7","19","18","68151","18","100.0","17","94.4","67","63.0","94.0","89.4","84.0","0","0.0","Open","******"
"142406","Fairview Elementary School","046714","Central Local","Defiance","Region 1","Elementary School","92.7","10","32","51688","32","100.0","17","52.4","100","186.0","186.0","100.0","186.0","0","0.0","Open","027193"
"142505","Bellaire Elementary School","043570","Bellaire Local","Belmont","Region 12","Elementary School","92.8","10","27","41115","27","100.0","16","59.3","100","124.0","124.0","100.0","124.0","0","0.0","Open","142513"
"142513","Bellaire Middle School","043570","Bellaire Local","Belmont","Region 12","Middle School","93.1","14","23","47827","23","100.0","17","73.9","93","107.0","115.0","96.5","111.0","0","0.0","Open","002139"
"142554","Moreland Hills Elementary School","046581","Orange City","Cuyahoga","Region 3","Elementary School","94.1","8","65","78934","63","96.9","42","64.6","100","269.0","269.0","100.0","269.0","0","0.0","Open","003400"
"142638","Heritage Elementary School","046896","Pickerington Local","Fairfield","Region 11","Elementary School","94.1","12","19","62894","19","100.0","17","89.5","100","78.0","78.0","100.0","78.0","0","0.0","Open","011369"
"142901","Life Skills Center  of Canton","142901","Life Skills Center  of Canton","Stark","Region 9","Community School Startup","95.7","7","12","33035","12","100.0","4","35.9","95.9","47.0","49.0","100.0","49.0","0","0.0","Open",""
"142919","Life Skills Center of Elyria","142919","Life Skills Center of Elyria","Lorain","Region 2","Dropout Recovery","94.7","7","8","31802","8","100.0","2","20.0","95.1","39.0","41.0","100.0","41.0","24.4","10.0","Open",""
"142927","Focus Learning Academy of Southwest Columbus","142927","Focus Learning Academy of Southwest Columbus","Franklin","Region 11","Dropout Recovery","100.0","2","12","25970","12","100.0","4","33.3","100.0","24.0","24.0","100.0","24.0","0.0","0.0","Open",""
"142935","Focus Learning Academy of Southeastern Columbus","142935","Focus Learning Academy of Southeastern Columbus","Franklin","Region 11","Dropout Recovery","100.0","2","10","18563","10","100.0","4","40.0","100.0","26.0","26.0","100.0","26.0","0.0","0.0","Open",""
"142943","Focus Learning Academy of Northern Columbus","123257","North Central Ohio ESC","Franklin","Region 11","Community School Conversion","97.9","6","16","30438","16","100.0","7","43.8","100","30.0","30.0","100.0","30.0","10","3.0","Open",""
"142950","Ohio Virtual Academy","142950","Ohio Virtual Academy","Lucas","Region 1","Community School Startup","99.8","10","410","34177","410","100.0","219","53.4","100","913.0","913.0","98.7","901.0","0","0.0","Open",""
"142968","Hope Academy Northcoast","142968","Hope Academy Northcoast","Cuyahoga","Region 3","Community School Startup","94.9","3","18","31028","18","100.0","2","11.4","100","57.0","57.0","100.0","57.0","5.3","3.0","Open",""
"143115","Mound Street IT Careers Academy","143115","Mound Street IT Careers Academy","Montgomery","Region 10","Dropout Recovery","91.7","77","3","70007","3","100.0","3","79.9","100.0","33.0","33.0","100.0","33.0","0.0","0.0","Open",""
"143123","Mound Street Military Careers Academy","143123","Mound Street Military Careers Academy","Montgomery","Region 10","Dropout Recovery","93.3","93","3","69536","3","100.0","2","80.1","100.0","22.0","22.0","100.0","22.0","0.0","0.0","Open",""
"143131","Mound Street Health Careers Acadmy","143131","Mound Street Health Careers Acadmy","Montgomery","Region 10","Dropout Recovery","94.0","54","5","71156","5","100.0","4","83.3","100.0","35.0","35.0","100.0","35.0","0.0","0.0","Open",""
"143164","Life Skills Center Of Hamilton County","143164","Life Skills Center Of Hamilton County","Hamilton","Region 13","Dropout Recovery","95.7","10","8","32523","8","100.0","2","25.0","100.0","44.0","44.0","81.8","36.0","0.0","0.0","Open",""
"143172","International Acad Of Columbus","143172","International Acad Of Columbus","Franklin","Region 11","Community School Startup","95.6","1","14","31783","14","100.0","5","35.7","100","27.0","27.0","100.0","27.0","0","0.0","Open",""
"143198","Great Western Academy","143198","Great Western Academy","Franklin","Region 11","Community School Startup","97.3","6","39","32560","39","100.0","9","23.1","100","224.0","224.0","100.0","224.0","0.9","2.0","Open",""
"143206","Trotwood Fitness & Prep Acad","143206","Trotwood Fitness & Prep Acad","Montgomery","Region 10","Community School Startup","97.4","1","36","36231","36","100.0","19","51.3","100","73.0","73.0","100.0","73.0","0","0.0","Open",""
"143214","Middletown Fitness & Prep Acad","143214","Middletown Fitness & Prep Acad","Butler","Region 13","Community School Startup","97.4","3","26","35857","26","100.0","5","19.4","100","72.0","72.0","100.0","72.0","0","0.0","Open",""
"143297","The Autism Academy Of Learning","143297","The Autism Academy Of Learning","Lucas","Region 1","Community School Startup","0.0","1","10","20345","9","90.0","4","40.0","100","21.0","21.0","100.0","21.0","0","0.0","Open",""
"143305","Treca Digital Academy","143305","Treca Digital Academy","Marion","Region 7","Dropout Recovery","99.6","11","25","44165","25","100.0","17","66.7","100.0","245.0","245.0","100.0","245.0","0.0","0.0","Open",""
"143313","West Preparatory Academy","143313","West Preparatory Academy","Cuyahoga","Region 3","Community School Startup","95.5","8","13","36315","13","100.0","5","38.5","100","52.0","52.0","61.5","32.0","0","0.0","Open",""
"143396","Alternative Education Academy","143396","Alternative Education Academy","Lucas","Region 1","Community School Startup","94.6","4","81","36087","81","100.0","35","43.2","97.2","141.0","145.0","99.3","144.0","0","0.0","Open",""
"143453","Mollie Kessler","143453","Mollie Kessler","Mahoning","Region 5","Community School Startup","100","10","7","33489","7","100.0","2","28.6","88.9","16.0","18.0","88.9","16.0","0","0.0","Closed",""
"143479","Constellation Schools: Puritas Community Elementary","143479","Constellation Schools: Puritas Community Elementary","Cuyahoga","Region 3","Community School Startup","97.7","1","13","35755","13","100.0","5","39.6","100","67.0","67.0","100.0","67.0","0","0.0","Open",""
"143487","Constellation Schools: Stockyard Community Elementary","143487","Constellation Schools: Stockyard Community Elementary","Cuyahoga","Region 3","Community School Startup","97.8","0","17","33421","17","100.0","6","35.7","100","84.0","84.0","100.0","84.0","0","0.0","Open",""
"143495","Constellation Schools: Mansfield Community Elementary","143495","Constellation Schools: Mansfield Community Elementary","Richland","Region 7","Community School Startup","98.2","1","10","37272","10","100.0","1","10.5","100","48.0","48.0","100.0","48.0","0","0.0","Closed",""
"143503","Lake Erie Academy","143503","Lake Erie Academy","Lucas","Region 1","Community School Startup","99.7","5","20","3318","20","100.0","4","20.0","84.5","49.0","58.0","100.0","58.0","3.4","2.0","Open",""
"143529","North Dayton School Of Science & Discovery","143529","North Dayton School Of Science & Discovery","Montgomery","Region 10","Community School Startup","100","9","29","39211","29","100.0","15","51.9","100","95.0","95.0","100.0","95.0","0","0.0","Open",""
"143537","Virtual Community School Of Ohio","143537","Virtual Community School Of Ohio","Franklin","Region 11","Community School Startup","98.9","16","49","33831","49","100.0","25","51.4","97.2","172.0","177.0","100.0","177.0","0","0.0","Open",""
"143552","Eagle Academy","143552","Eagle Academy","Lucas","Region 1","Community School Startup","98.2","4","46","25022","42","91.3","13","28.3","83.9","130.0","155.0","100.0","155.0","3.9","6.0","Open",""
"143560","Richard Allen Academy II","143560","Richard Allen Academy II","Montgomery","Region 10","Community School Startup","97.1","4","41","23024","40","97.6","11","26.8","95.7","66.0","69.0","81.2","56.0","27.5","19.0","Open",""
"143578","Richard Allen Academy III","143578","Richard Allen Academy III","Butler","Region 13","Community School Startup","95.9","3","21","25492","19","90.5","3","14.3","89.2","66.0","74.0","100.0","74.0","0","0.0","Open",""
"143602","Hamilton Cnty Math & Science","143602","Hamilton Cnty Math & Science","Hamilton","Region 13","Community School Startup","98.5","3","26","35137","26","100.0","4","15.4","100","156.0","156.0","100.0","156.0","40.4","63.0","Open",""
"143610","Arts & College Preparatory Academy","143610","Arts & College Preparatory Academy","Franklin","Region 11","Community School Startup","93","5","25","36615","25","100.0","4","16.8","100","105.0","105.0","89.5","94.0","7.6","8.0","Open",""
"143644","Sciotoville","143644","Sciotoville","Scioto","Region 15","Community School Startup","96.2","3","26","29750","26","100.0","8","30.8","100","94.0","94.0","90.4","85.0","9.6","9.0","Open",""
"144881","Henry Defer Intermediate Elementary School","049239","Streetsboro City","Portage","Region 8","Elementary School","95.5","9","28","58584","28","100.0","18","64.3","100","115.0","115.0","100.0","115.0","0","0.0","Open","036251"
"145078","Pickerington Lakeview Junior High","046896","Pickerington Local","Fairfield","Region 11","Junior High School","93.7","16","41","68648","41","100.0","36","87.8","100","171.0","171.0","99.4","170.0","0","0.0","Open","145086"
"145086","Pickerington High School North","046896","Pickerington Local","Fairfield","Region 11","High School","95.2","15","83","68750","83","100.0","70","84.6","100","429.0","429.0","99.3","426.0","0","0.0","Open","******"
"145292","Hill Intermediate Elementary School","046318","Bethel-Tate Local","Clermont","Region 13","Elementary School","95.7","14","25","54973","25","100.0","16","64.4","100","98.0","98.0","100.0","98.0","0","0.0","Open","002584"
